Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
499,21,Male,Handbag,Accessories,25,Iowa,L,Pink,Spring,4.959617,No,Next Day Air,Yes,Yes,49,Bank Transfer,Quarterly
439,69,Male,Shoes,Clothing,21,California,S,Red,Winter,4.662461,No,Store Pickup,No,Yes,27,Cash,Fortnightly
2619,21,Male,Hoodie,Clothing,40,Arkansas,L,Yellow,Spring,4.550778,Yes,2-Day Shipping,No,No,14,Cash,Weekly
3876,67,Male,Skirt,Accessories,35,Arkansas,M,Maroon,Spring,2.956186,Yes,Store Pickup,No,Yes,49,PayPal,Fortnightly
2038,61,Female,Gloves,Outerwear,45,Oregon,S,Yellow,Spring,3.734074,No,Express,Yes,No,35,Debit Card,Annually
1303,33,Male,Jeans,Outerwear,86,Nevada,M,Beige,Summer,4.775415,No,Store Pickup,Yes,No,26,Credit Card,Monthly
3579,21,Male,Jewelry,Clothing,63,California,L,Lavender,Fall,2.684654,Yes,Express,No,No,40,Bank Transfer,Monthly
3248,23,Male,Jeans,Footwear,96,Kansas,M,Red,Summer,3.257928,No,Free Shipping,Yes,No,2,Venmo,Annually
32,25,Female,Socks,Clothing,32,Nebraska,M,Violet,Spring,3.224803,No,2-Day Shipping,No,Yes,33,PayPal,Bi-Weekly
227,47,Female,Sandals,Footwear,51,Nevada,M,Magenta,Summer,3.686598,No,Standard,Yes,Yes,26,Credit Card,Bi-Weekly
191,35,Female,Jacket,Clothing,55,Wisconsin,L,Brown,Winter,3.634967,No,2-Day Shipping,Yes,No,42,Credit Card,Bi-Weekly
2705,36,Male,Socks,Accessories,73,Idaho,L,Indigo,Spring,2.970938,No,Store Pickup,Yes,No,17,PayPal,Quarterly
318,41,Male,Pants,Clothing,72,North Carolina,M,Red,Fall,4.494636,No,Next Day Air,No,No,46,Venmo,Annually
291,26,Female,Gloves,Clothing,98,Oregon,S,Green,Winter,3.548675,Yes,Next Day Air,No,No,22,Debit Card,Quarterly
753,67,Male,Scarf,Accessories,99,Colorado,S,Gray,Winter,2.918423,No,Store Pickup,No,Yes,6,Credit Card,Bi-Weekly
1227,43,Male,Skirt,Accessories,69,Kansas,M,Cyan,Spring,4.848788,No,Express,Yes,Yes,22,PayPal,Fortnightly
1613,54,Male,Sneakers,Clothing,82,North Carolina,M,Gray,Winter,4.772827,Yes,2-Day Shipping,Yes,No,15,Bank Transfer,Bi-Weekly
3202,38,Male,Hat,Accessories,49,Vermont,S,Maroon,Spring,2.570963,No,Standard,No,No,42,Debit Card,Monthly
189,33,Male,Pants,Outerwear,56,South Dakota,M,Black,Winter,4.852581,No,Store Pickup,Yes,Yes,2,Credit Card,Monthly
1402,54,Male,Belt,Clothing,66,Minnesota,L,Beige,Summer,4.193973,No,Next Day Air,No,Yes,16,PayPal,Fortnightly
701,34,Male,Jewelry,Clothing,61,Pennsylvania,L,Teal,Fall,2.783682,No,Store Pickup,Yes,No,43,Cash,Weekly
2622,49,Female,Coat,Clothing,98,Massachusetts,S,White,Fall,4.836758,No,Free Shipping,No,No,25,PayPal,Quarterly
3895,69,Male,Dress,Clothing,92,West Virginia,S,Orange,Winter,3.877613,No,Standard,Yes,No,45,Credit Card,Bi-Weekly
3555,38,Male,Skirt,Footwear,49,Arkansas,L,Brown,Spring,3.392812,No,Express,Yes,No,7,Cash,Bi-Weekly
793,30,Male,Coat,Footwear,23,Maryland,M,Turquoise,Winter,4.683293,No,Express,No,No,39,Bank Transfer,Annually
949,46,Male,Sandals,Accessories,57,Georgia,XL,Red,Summer,3.430446,No,Next Day Air,No,No,31,Credit Card,Every 3 Months
2310,49,Female,Jacket,Accessories,37,Michigan,L,Orange,Fall,4.583809,Yes,Next Day Air,No,Yes,45,Credit Card,Quarterly
2921,49,Female,Sneakers,Accessories,37,South Dakota,M,Charcoal,Fall,3.845735,No,Free Shipping,No,No,20,Venmo,Fortnightly
875,45,Female,Jeans,Accessories,76,Indiana,L,Red,Fall,4.39044,No,Next Day Air,Yes,No,13,Bank Transfer,Quarterly
1684,34,Male,Hoodie,Accessories,64,Tennessee,S,Black,Spring,3.298238,No,Express,No,No,21,Credit Card,Quarterly
1431,46,Male,Boots,Outerwear,92,Georgia,S,Silver,Fall,4.224448,No,Next Day Air,Yes,No,14,Debit Card,Every 3 Months
2054,57,Male,Hoodie,Clothing,51,Minnesota,M,Peach,Winter,4.713184,Yes,Store Pickup,Yes,Yes,11,PayPal,Annually
3741,54,Male,Belt,Accessories,57,Missouri,S,Cyan,Winter,2.797217,Yes,Express,Yes,Yes,45,Venmo,Every 3 Months
1480,43,Male,Sunglasses,Outerwear,28,Vermont,M,Beige,Summer,4.447419,No,Standard,No,Yes,5,Credit Card,Fortnightly
1119,62,Female,Handbag,Clothing,27,Montana,M,Brown,Spring,2.880988,No,Store Pickup,Yes,No,21,Bank Transfer,Every 3 Months
3764,58,Male,Backpack,Clothing,41,New Hampshire,M,Green,Winter,4.258118,No,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly
1840,43,Male,Jeans,Clothing,62,Kentucky,M,Teal,Summer,4.893007,Yes,Free Shipping,No,Yes,12,Cash,Fortnightly
1961,42,Female,Pants,Clothing,65,Connecticut,M,Charcoal,Winter,3.046522,No,2-Day Shipping,No,Yes,6,Venmo,Monthly
765,60,Female,Pants,Outerwear,32,Wisconsin,L,Beige,Fall,3.446334,No,Standard,No,No,45,Bank Transfer,Bi-Weekly
3014,62,Female,Hoodie,Footwear,57,South Carolina,XL,Charcoal,Spring,4.66927,Yes,Next Day Air,No,Yes,24,Bank Transfer,Monthly
3843,31,Male,Shirt,Accessories,44,Kentucky,L,White,Winter,4.470958,No,Store Pickup,Yes,No,36,Cash,Annually
1548,30,Female,Socks,Clothing,67,Alabama,XL,Red,Summer,3.348641,No,Standard,Yes,No,1,Debit Card,Annually
1209,26,Male,Dress,Clothing,74,New York,M,Indigo,Fall,2.953457,Yes,Express,No,Yes,17,Credit Card,Bi-Weekly
2032,20,Male,Hat,Clothing,59,Georgia,L,Indigo,Spring,4.687155,No,Standard,No,No,8,Venmo,Annually
3455,27,Female,Hoodie,Clothing,23,Iowa,XL,Cyan,Summer,4.022207,No,Express,Yes,No,33,Credit Card,Fortnightly
2324,68,Male,Jacket,Clothing,80,Mississippi,L,Olive,Spring,3.755747,No,Store Pickup,No,Yes,10,Credit Card,Monthly
2985,25,Male,Blouse,Footwear,30,Kentucky,M,Green,Winter,3.673176,No,Standard,Yes,Yes,46,Venmo,Annually
3067,67,Male,Jacket,Outerwear,53,Rhode Island,XL,Gray,Spring,4.047145,Yes,Next Day Air,No,No,49,Debit Card,Monthly
3767,21,Female,T-shirt,Clothing,63,California,XL,Olive,Summer,3.542321,No,Express,No,No,39,Cash,Bi-Weekly
2716,32,Male,Sneakers,Accessories,42,Mississippi,L,Charcoal,Winter,3.823857,No,2-Day Shipping,No,No,8,Cash,Bi-Weekly
1288,54,Female,Jeans,Footwear,70,New York,L,Peach,Fall,4.933473,Yes,2-Day Shipping,No,Yes,21,Bank Transfer,Monthly
614,55,Male,Skirt,Clothing,66,West Virginia,XL,Green,Winter,4.179464,No,2-Day Shipping,Yes,No,22,Debit Card,Monthly
2525,55,Female,Belt,Clothing,96,Minnesota,L,Black,Winter,4.567654,Yes,Next Day Air,Yes,No,37,Cash,Monthly
2198,31,Female,Hoodie,Clothing,96,Maryland,S,Purple,Fall,4.69849,No,Free Shipping,No,No,14,Cash,Every 3 Months
3650,52,Male,Sandals,Clothing,53,Washington,L,Violet,Fall,3.944301,No,Free Shipping,Yes,No,41,Credit Card,Monthly
2654,49,Female,Shirt,Outerwear,46,Nebraska,M,Turquoise,Fall,4.881192,No,Express,Yes,No,1,Credit Card,Quarterly
3542,35,Male,Sneakers,Accessories,72,Massachusetts,L,Black,Winter,4.051958,Yes,Express,No,Yes,49,Venmo,Quarterly
2118,22,Male,Hat,Outerwear,24,Oregon,S,Olive,Spring,3.287278,No,Free Shipping,No,No,4,Cash,Every 3 Months
3791,58,Male,Pants,Clothing,90,Indiana,L,Green,Winter,2.757088,Yes,2-Day Shipping,No,No,2,Bank Transfer,Fortnightly
3483,43,Male,Jeans,Clothing,58,Maine,M,Teal,Fall,4.261744,No,Express,No,No,42,Bank Transfer,Every 3 Months
105,19,Female,Belt,Accessories,76,California,L,Brown,Spring,4.147461,No,Standard,No,No,24,Venmo,Annually
3491,35,Male,Socks,Accessories,71,South Dakota,L,Pink,Summer,2.981982,No,Standard,Yes,Yes,22,Credit Card,Fortnightly
3071,44,Female,Jewelry,Clothing,80,Pennsylvania,S,Gold,Winter,4.884278,No,2-Day Shipping,No,Yes,49,Bank Transfer,Fortnightly
2035,25,Male,Pants,Clothing,57,New York,XL,Lavender,Winter,4.779721,No,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
477,44,Male,Sunglasses,Accessories,89,Idaho,S,Peach,Winter,4.734786,No,Store Pickup,No,Yes,24,Venmo,Annually
2115,46,Male,Sneakers,Accessories,70,Alaska,M,Magenta,Spring,2.593897,Yes,Store Pickup,Yes,No,33,PayPal,Monthly
2393,23,Female,Jacket,Footwear,49,Virginia,S,Red,Summer,4.040678,Yes,Standard,Yes,No,12,PayPal,Weekly
2618,51,Male,Boots,Clothing,97,North Dakota,M,Red,Summer,2.717686,No,Standard,No,Yes,1,PayPal,Monthly
3483,40,Male,Belt,Footwear,43,Rhode Island,M,Lavender,Summer,3.216818,No,Store Pickup,No,Yes,4,Debit Card,Every 3 Months
938,38,Female,Dress,Clothing,24,Idaho,L,Silver,Summer,3.839725,No,Store Pickup,No,Yes,36,Venmo,Quarterly
1277,26,Male,Blouse,Clothing,25,New Jersey,M,Olive,Winter,2.650605,Yes,Store Pickup,Yes,Yes,10,Credit Card,Monthly
1342,66,Female,Hoodie,Accessories,50,Virginia,S,Teal,Spring,4.873591,No,Express,No,No,33,Cash,Weekly
2404,41,Male,Coat,Outerwear,51,Illinois,L,Olive,Spring,3.882439,No,Next Day Air,No,No,38,Debit Card,Monthly
1223,42,Male,Backpack,Accessories,70,Hawaii,M,Lavender,Winter,3.79999,No,Free Shipping,Yes,Yes,14,Credit Card,Bi-Weekly
1184,50,Female,Hoodie,Clothing,47,Delaware,M,Black,Fall,4.297429,No,Express,Yes,No,38,PayPal,Weekly
2803,32,Male,Shoes,Accessories,87,Maryland,L,Indigo,Winter,3.927141,No,Store Pickup,Yes,Yes,32,PayPal,Monthly
2279,52,Female,Coat,Accessories,57,Tennessee,M,Pink,Spring,3.038402,No,Standard,Yes,No,7,Credit Card,Weekly
694,23,Male,Skirt,Accessories,43,Nevada,L,Olive,Spring,4.686563,No,Store Pickup,No,Yes,39,PayPal,Annually
1168,67,Male,Hat,Outerwear,95,Hawaii,M,Blue,Winter,3.825398,No,2-Day Shipping,Yes,Yes,3,Venmo,Monthly
365,56,Male,Backpack,Accessories,41,Vermont,M,Peach,Spring,3.0968,No,2-Day Shipping,Yes,Yes,5,Venmo,Quarterly
3541,34,Male,Shorts,Clothing,28,Utah,L,Gray,Winter,3.701196,Yes,Express,No,Yes,9,Bank Transfer,Fortnightly
2272,68,Male,Socks,Outerwear,69,West Virginia,XL,Gold,Summer,3.622102,No,Next Day Air,No,No,22,Credit Card,Annually
1189,28,Male,Shirt,Clothing,68,North Carolina,M,Teal,Winter,4.040145,Yes,Express,No,No,35,PayPal,Bi-Weekly
2911,66,Male,Backpack,Footwear,80,Kentucky,L,Green,Fall,3.200634,No,2-Day Shipping,Yes,Yes,37,Cash,Fortnightly
2124,30,Female,Jewelry,Accessories,95,Virginia,L,Magenta,Summer,3.271756,No,Next Day Air,No,Yes,13,Bank Transfer,Every 3 Months
2954,42,Male,Pants,Accessories,57,Washington,L,Green,Fall,3.262551,No,Free Shipping,Yes,No,39,Cash,Quarterly
441,37,Female,Shoes,Clothing,85,Maryland,S,Purple,Summer,2.693571,No,2-Day Shipping,No,Yes,22,Venmo,Bi-Weekly
1207,57,Male,Shoes,Accessories,30,Montana,S,Blue,Spring,3.546455,No,Free Shipping,Yes,No,3,PayPal,Fortnightly
1031,38,Male,Dress,Accessories,53,Illinois,M,Turquoise,Winter,3.944647,Yes,Express,Yes,No,24,Debit Card,Quarterly
801,46,Male,Skirt,Clothing,41,Wyoming,M,Blue,Summer,3.393183,Yes,Standard,Yes,Yes,24,PayPal,Monthly
2005,55,Male,Shorts,Clothing,49,Missouri,L,Olive,Summer,2.854485,Yes,Express,No,Yes,21,Credit Card,Quarterly
1235,30,Male,Jeans,Accessories,25,Rhode Island,M,Gray,Spring,2.653702,No,Standard,No,Yes,43,Debit Card,Annually
2940,33,Male,Belt,Clothing,33,New Jersey,XL,Black,Spring,2.969835,No,2-Day Shipping,No,Yes,42,Venmo,Fortnightly
339,43,Male,Pants,Footwear,20,Connecticut,M,Blue,Fall,3.588,Yes,Next Day Air,No,Yes,35,Bank Transfer,Annually
566,27,Male,Blouse,Clothing,63,Colorado,L,Violet,Fall,4.644962,Yes,Free Shipping,Yes,Yes,9,Debit Card,Every 3 Months
2233,35,Male,Blouse,Clothing,68,Georgia,M,Green,Winter,4.857561,No,Next Day Air,No,No,22,Venmo,Monthly
311,49,Female,Jacket,Accessories,82,Georgia,L,Gray,Fall,4.71984,No,Store Pickup,No,Yes,15,Bank Transfer,Quarterly
2434,30,Male,Pants,Accessories,48,Ohio,S,Cyan,Summer,4.2802,No,Free Shipping,Yes,Yes,35,PayPal,Every 3 Months
3458,24,Male,Shorts,Outerwear,30,Indiana,M,Olive,Spring,3.95623,No,Standard,Yes,No,35,Venmo,Every 3 Months
146,51,Female,Shoes,Clothing,66,Hawaii,S,Orange,Summer,4.672199,Yes,2-Day Shipping,Yes,Yes,49,Credit Card,Fortnightly
1138,27,Male,Backpack,Footwear,95,South Carolina,M,Olive,Summer,3.95668,Yes,Store Pickup,No,Yes,49,PayPal,Every 3 Months
3373,69,Female,Blouse,Clothing,85,Maine,L,Maroon,Summer,2.673128,No,2-Day Shipping,No,Yes,13,Credit Card,Every 3 Months
906,41,Female,Sweater,Accessories,93,Alabama,M,Charcoal,Winter,2.625592,Yes,Express,Yes,Yes,23,Bank Transfer,Every 3 Months
875,55,Female,Blouse,Footwear,92,New York,XL,Violet,Winter,4.340136,No,Next Day Air,No,No,44,Cash,Monthly
3069,38,Male,Sunglasses,Footwear,61,Indiana,M,Yellow,Fall,3.470563,No,Express,Yes,Yes,36,Credit Card,Quarterly
2136,37,Male,Scarf,Accessories,34,Connecticut,M,Blue,Summer,4.611968,No,Standard,No,No,3,Cash,Annually
1903,32,Male,Skirt,Footwear,56,Washington,M,Teal,Fall,2.513074,No,Next Day Air,Yes,Yes,9,PayPal,Annually
3593,67,Male,Sweater,Outerwear,72,Ohio,XL,Red,Fall,4.023431,No,Free Shipping,No,Yes,5,Credit Card,Weekly
3691,47,Male,Belt,Accessories,97,Massachusetts,L,Turquoise,Spring,2.621518,No,Store Pickup,No,Yes,27,Venmo,Bi-Weekly
938,65,Female,Skirt,Clothing,42,Arkansas,M,Green,Spring,4.042229,Yes,Next Day Air,No,Yes,44,PayPal,Every 3 Months
166,65,Male,Handbag,Clothing,83,Virginia,M,White,Winter,2.781947,Yes,2-Day Shipping,Yes,No,45,Credit Card,Annually
561,32,Male,Socks,Clothing,62,Hawaii,M,Brown,Summer,2.783932,No,Free Shipping,No,No,38,Bank Transfer,Every 3 Months
1044,44,Male,Hat,Outerwear,86,Idaho,XL,Charcoal,Winter,2.917469,No,Free Shipping,Yes,No,46,Credit Card,Annually
2877,36,Female,Shorts,Footwear,83,Alabama,L,Gray,Summer,4.591582,No,Express,No,No,39,PayPal,Monthly
1958,29,Male,T-shirt,Accessories,24,California,S,Turquoise,Fall,3.670236,No,Standard,No,No,26,Debit Card,Annually
3818,52,Male,Boots,Accessories,56,Alaska,XL,Maroon,Winter,2.659288,No,Store Pickup,Yes,Yes,12,PayPal,Annually
3537,55,Female,Jewelry,Footwear,47,Indiana,XL,Orange,Fall,3.940051,No,Next Day Air,Yes,No,19,Debit Card,Monthly
2066,46,Male,Skirt,Accessories,56,New York,L,Violet,Summer,3.549374,No,Free Shipping,No,Yes,42,Debit Card,Bi-Weekly
2288,67,Female,Blouse,Accessories,44,Idaho,M,Gold,Fall,4.505603,No,Store Pickup,No,No,34,PayPal,Every 3 Months
917,28,Male,Belt,Accessories,86,Nebraska,L,Lavender,Winter,3.081609,No,Free Shipping,No,Yes,32,Credit Card,Quarterly
370,39,Female,Blouse,Accessories,48,Alabama,L,Silver,Fall,4.207846,Yes,Next Day Air,No,No,49,Credit Card,Fortnightly
1640,18,Male,Shirt,Clothing,42,Ohio,M,Maroon,Summer,4.321651,Yes,Standard,No,No,9,PayPal,Fortnightly
1261,46,Male,Blouse,Accessories,42,West Virginia,L,White,Winter,2.939215,No,Next Day Air,No,Yes,3,Bank Transfer,Every 3 Months
160,18,Male,T-shirt,Accessories,41,West Virginia,M,Blue,Summer,4.276987,No,Express,Yes,Yes,40,Bank Transfer,Monthly
7,68,Male,Jewelry,Accessories,80,Utah,M,Pink,Fall,4.108466,No,Express,No,Yes,8,Venmo,Quarterly
331,66,Male,Backpack,Clothing,34,Nevada,L,Yellow,Fall,2.969307,Yes,Next Day Air,No,No,13,Venmo,Bi-Weekly
2015,45,Female,Jewelry,Outerwear,79,Idaho,M,Red,Summer,4.429366,No,Next Day Air,Yes,No,7,PayPal,Fortnightly
115,41,Female,Shorts,Accessories,43,Minnesota,M,Charcoal,Winter,4.000259,Yes,Standard,Yes,No,28,Credit Card,Quarterly
809,55,Female,Sneakers,Clothing,78,Utah,L,Olive,Spring,3.507203,Yes,Next Day Air,Yes,Yes,9,Cash,Weekly
1602,48,Male,Backpack,Clothing,45,New Hampshire,M,Peach,Spring,4.146758,No,Free Shipping,Yes,No,16,PayPal,Monthly
1387,61,Female,T-shirt,Accessories,80,Tennessee,M,Indigo,Summer,4.860836,No,Next Day Air,Yes,Yes,28,Cash,Every 3 Months
1288,49,Female,Pants,Clothing,42,Iowa,M,Purple,Spring,4.598294,No,2-Day Shipping,No,Yes,10,Venmo,Quarterly
333,59,Male,Boots,Outerwear,42,Nebraska,M,Teal,Fall,2.75309,No,Standard,Yes,Yes,18,Debit Card,Bi-Weekly
3456,52,Female,Jewelry,Accessories,62,Washington,M,Teal,Winter,4.556544,No,Express,No,No,26,Debit Card,Every 3 Months
3684,63,Male,Coat,Accessories,25,Maine,M,Blue,Winter,4.937437,No,Free Shipping,No,Yes,36,Debit Card,Every 3 Months
2653,62,Female,Sneakers,Accessories,81,Rhode Island,M,Indigo,Winter,2.841563,Yes,Free Shipping,No,No,43,Venmo,Quarterly
2219,49,Male,Dress,Clothing,64,New Hampshire,M,Charcoal,Summer,3.990513,Yes,Standard,No,No,27,Venmo,Weekly
3609,49,Female,Jacket,Accessories,90,West Virginia,M,Turquoise,Winter,4.954995,No,Free Shipping,Yes,No,34,Venmo,Every 3 Months
2422,41,Male,Boots,Outerwear,98,Idaho,S,Magenta,Spring,3.636973,No,Standard,Yes,Yes,8,Bank Transfer,Annually
2533,36,Male,Scarf,Clothing,27,Hawaii,M,Blue,Winter,3.856053,Yes,Standard,Yes,No,8,PayPal,Every 3 Months
1547,22,Female,Jacket,Clothing,67,Iowa,M,Charcoal,Winter,2.748544,No,Standard,Yes,Yes,43,Bank Transfer,Every 3 Months
1636,47,Female,Jewelry,Accessories,43,Kentucky,L,Orange,Winter,4.493263,Yes,Free Shipping,No,Yes,16,Credit Card,Weekly
1898,47,Female,Shirt,Accessories,28,Oklahoma,L,Maroon,Fall,4.297426,Yes,Store Pickup,No,No,43,Bank Transfer,Bi-Weekly
3183,23,Female,Coat,Accessories,34,Oklahoma,L,Violet,Winter,3.839351,No,Free Shipping,Yes,Yes,22,Credit Card,Every 3 Months
871,27,Male,Pants,Accessories,52,New Hampshire,S,Indigo,Spring,4.322515,No,Standard,No,No,21,Credit Card,Annually
1511,19,Male,Socks,Clothing,90,Tennessee,M,Purple,Summer,4.840517,No,Express,Yes,No,12,Venmo,Bi-Weekly
1813,65,Male,Blouse,Clothing,92,Pennsylvania,L,White,Fall,3.040289,Yes,2-Day Shipping,No,No,8,Venmo,Fortnightly
3295,63,Female,Dress,Outerwear,49,Iowa,L,White,Summer,3.520618,Yes,Express,No,No,30,Debit Card,Fortnightly
970,45,Male,Backpack,Accessories,36,North Dakota,XL,Purple,Summer,2.857936,Yes,Store Pickup,No,No,7,Cash,Weekly
1395,18,Male,Jacket,Clothing,72,Missouri,M,Olive,Spring,3.285518,Yes,Standard,No,No,11,Venmo,Fortnightly
2178,59,Male,Boots,Clothing,37,Ohio,S,Violet,Summer,4.489907,No,Standard,Yes,Yes,9,Venmo,Every 3 Months
2815,40,Male,Sweater,Clothing,54,Massachusetts,S,Blue,Winter,2.550272,No,Store Pickup,No,No,47,PayPal,Weekly
2020,29,Male,Backpack,Clothing,71,Kansas,S,Turquoise,Fall,2.725242,No,Next Day Air,No,No,46,Credit Card,Monthly
1814,52,Male,Blouse,Accessories,94,Alaska,S,Orange,Winter,3.192942,No,Next Day Air,No,No,49,PayPal,Bi-Weekly
1629,64,Female,Jeans,Clothing,47,Iowa,M,Indigo,Winter,4.096415,No,2-Day Shipping,No,Yes,4,Cash,Monthly
1019,32,Male,Shoes,Clothing,82,Rhode Island,S,Green,Spring,3.119428,No,Store Pickup,No,Yes,28,Cash,Bi-Weekly
3785,51,Male,Jewelry,Accessories,40,Kentucky,M,Silver,Fall,3.097652,Yes,Store Pickup,No,Yes,4,Debit Card,Weekly
3249,65,Male,Hat,Clothing,42,Minnesota,M,Gold,Fall,4.369352,No,Express,No,No,21,Credit Card,Every 3 Months
544,26,Male,Shoes,Footwear,52,Wisconsin,XL,Silver,Winter,2.927598,No,2-Day Shipping,Yes,No,28,Venmo,Every 3 Months
786,36,Male,Sweater,Accessories,42,Arkansas,L,Black,Fall,4.825993,No,Express,Yes,Yes,7,Venmo,Fortnightly
288,65,Male,Shirt,Footwear,68,Nebraska,M,Charcoal,Winter,3.932669,Yes,Store Pickup,Yes,No,12,Credit Card,Every 3 Months
479,20,Female,Sneakers,Accessories,52,Vermont,S,Cyan,Summer,4.844894,No,Standard,No,No,49,Venmo,Every 3 Months
1167,49,Male,Jacket,Clothing,25,Rhode Island,L,Pink,Fall,4.016354,Yes,Free Shipping,No,No,42,PayPal,Bi-Weekly
1404,67,Female,Blouse,Accessories,73,Kansas,M,Teal,Spring,3.524776,No,Standard,No,Yes,45,Cash,Fortnightly
2410,29,Female,Shoes,Clothing,47,Nevada,S,Pink,Summer,3.582485,No,Free Shipping,No,Yes,28,PayPal,Monthly
3769,20,Male,Dress,Clothing,24,Nebraska,M,Indigo,Spring,2.923527,Yes,Express,Yes,No,32,Cash,Bi-Weekly
2689,37,Male,Sunglasses,Accessories,88,Oklahoma,M,Pink,Summer,2.903065,No,Standard,No,No,1,Debit Card,Weekly
3792,68,Male,Jeans,Accessories,75,Delaware,L,Green,Summer,3.605237,Yes,Next Day Air,No,No,13,Venmo,Quarterly
3795,57,Male,Boots,Outerwear,79,Florida,M,Green,Spring,4.647404,No,Standard,No,No,34,PayPal,Fortnightly
2607,33,Male,Blouse,Clothing,36,California,XL,Purple,Fall,2.654006,No,Standard,Yes,No,48,Debit Card,Fortnightly
1778,69,Male,Sweater,Clothing,60,Kansas,M,Green,Summer,4.188986,No,Free Shipping,Yes,Yes,34,Bank Transfer,Every 3 Months
2806,49,Male,Jewelry,Outerwear,70,Tennessee,M,White,Winter,2.577625,No,2-Day Shipping,No,Yes,12,PayPal,Annually
1574,56,Male,Jacket,Clothing,58,Michigan,M,Green,Winter,3.11746,Yes,Free Shipping,Yes,Yes,38,Venmo,Quarterly
3222,30,Male,Sweater,Accessories,34,Massachusetts,M,Green,Fall,4.082006,No,Standard,Yes,No,36,Credit Card,Bi-Weekly
1154,23,Male,Blouse,Footwear,72,North Dakota,L,Lavender,Fall,3.162102,No,Express,No,No,38,PayPal,Every 3 Months
3397,18,Male,Boots,Clothing,27,Nebraska,M,Indigo,Summer,4.156934,Yes,Next Day Air,No,Yes,34,Cash,Quarterly
3391,56,Male,Jewelry,Accessories,64,Minnesota,M,Charcoal,Fall,2.536023,Yes,2-Day Shipping,Yes,Yes,38,Credit Card,Bi-Weekly
2228,31,Male,T-shirt,Clothing,69,Mississippi,L,Turquoise,Spring,3.4487,No,2-Day Shipping,Yes,No,8,Debit Card,Bi-Weekly
1759,46,Male,Sunglasses,Clothing,82,Tennessee,M,Brown,Fall,2.511213,No,Standard,Yes,No,24,Cash,Fortnightly
1003,56,Male,Sweater,Clothing,60,Oklahoma,L,Olive,Summer,4.795136,No,Standard,Yes,Yes,7,Credit Card,Monthly
1606,22,Male,Jacket,Clothing,37,South Carolina,L,White,Fall,4.014306,No,Store Pickup,No,No,11,PayPal,Monthly
1612,62,Female,Sweater,Clothing,44,South Carolina,XL,Lavender,Spring,2.664016,No,Store Pickup,Yes,Yes,49,Debit Card,Monthly
3736,20,Female,Jewelry,Clothing,39,Texas,L,Yellow,Winter,4.65533,Yes,Store Pickup,Yes,No,22,Credit Card,Every 3 Months
3410,24,Male,Scarf,Clothing,88,Hawaii,XL,Maroon,Summer,4.243733,No,Free Shipping,Yes,No,9,Venmo,Weekly
1215,35,Male,Jacket,Accessories,77,California,M,Magenta,Fall,4.248274,No,Free Shipping,No,No,21,Debit Card,Fortnightly
2283,55,Male,Pants,Accessories,68,Arizona,M,Cyan,Summer,4.00437,Yes,Standard,No,Yes,44,PayPal,Quarterly
2780,28,Male,Boots,Clothing,46,Texas,M,Orange,Spring,4.734316,No,Express,Yes,Yes,7,Bank Transfer,Monthly
2797,33,Male,Sweater,Accessories,53,Ohio,XL,Beige,Summer,4.797097,No,Next Day Air,Yes,Yes,37,Debit Card,Weekly
2798,26,Male,Dress,Footwear,36,Maryland,L,Beige,Summer,3.564678,Yes,2-Day Shipping,No,Yes,42,Cash,Monthly
1986,69,Male,Scarf,Clothing,40,Michigan,M,Black,Fall,2.507359,Yes,Free Shipping,No,No,10,Debit Card,Annually
2688,62,Male,Blouse,Clothing,53,Maine,M,Orange,Summer,3.707728,No,2-Day Shipping,Yes,No,16,Debit Card,Every 3 Months
2839,53,Male,Sandals,Clothing,90,Pennsylvania,M,Orange,Summer,4.461574,No,2-Day Shipping,No,No,18,Venmo,Bi-Weekly
3498,57,Male,T-shirt,Accessories,99,Oregon,L,Pink,Summer,3.872903,No,Free Shipping,Yes,Yes,1,PayPal,Annually
999,47,Male,Sneakers,Clothing,81,Missouri,L,Orange,Fall,3.134964,No,Express,No,Yes,42,Credit Card,Weekly
1490,30,Male,Sandals,Clothing,33,Minnesota,M,Cyan,Winter,2.88845,No,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly
2530,47,Male,Jewelry,Clothing,91,Nevada,S,Gold,Winter,3.411971,No,Express,No,Yes,32,Credit Card,Monthly
747,29,Male,Shoes,Clothing,20,California,S,Gray,Summer,2.834331,No,Next Day Air,Yes,No,45,PayPal,Every 3 Months
2287,26,Male,Socks,Clothing,45,South Carolina,XL,Gray,Summer,3.09919,No,Free Shipping,Yes,Yes,25,PayPal,Weekly
2927,58,Female,Jewelry,Clothing,41,Alabama,M,Teal,Summer,3.708509,No,Express,Yes,Yes,25,PayPal,Bi-Weekly
3341,54,Male,Jacket,Accessories,59,Idaho,S,Turquoise,Winter,3.097215,No,Standard,Yes,No,35,Debit Card,Every 3 Months
307,42,Female,Dress,Clothing,90,Michigan,M,White,Fall,4.182101,No,Express,Yes,Yes,29,Cash,Weekly
